"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","01","0101","01","0101490","490","0101490-04","M","YES"
"General","01","0101","01","0101490","490","0101490-05","F","YES"
"General","01","0101","01","0101490","490","0101490-06","F","YES"
"General","01","0101","01","0101491","491","0101491-01","M","YES"
"General","01","0101","01","0101491","491","0101491-02","M","YES"
"General","01","0101","01","0101491","491","0101491-03","F","YES"
"General","01","0101","01","0101492","492","0101492-01","M","YES"
"General","01","0101","01","0101492","492","0101492-02","M","YES"
"General","01","0101","01","0101492","492","0101492-03","M","YES"
"General","01","0101","01","0101492","492","0101492-04","F","YES"
"General","01","0101","01","0101492","492","0101492-05","F","YES"
"General","01","0101","01","0101493","493","0101493-01","M","YES"
"General","01","0101","01","0101493","493","0101493-02","M","YES"
"General","01","0101","01","0101493","493","0101493-03","F","YES"
"General","01","0101","01","0101495","495","0101495-01","M","YES"
"General","01","0101","01","0101495","495","0101495-02","M","YES"
"General","01","0101","01","0101495","495","0101495-03","F","YES"
"General","01","0101","01","0101495","495","0101495-04","F","YES"
"General","01","0101","01","0101496","496","0101496-01","M","YES"
"General","01","0101","01","0101496","496","0101496-02","M","YES"
"General","01","0101","01","0101496","496","0101496-03","F","YES"
"General","01","0101","01","0101497","497","0101497-01","M","YES"
"General","01","0101","01","0101497","497","0101497-02","M","YES"
"General","01","0101","01","0101497","497","0101497-03","M","YES"
"General","01","0101","01","0101497","497","0101497-04","F","YES"
"General","01","0101","01","0101497","497","0101497-05","F","YES"
"General","01","0101","01","0101498","498","0101498-01","M","YES"
"General","01","0101","01","0101498","498","0101498-02","F","YES"
"General","01","0101","01","0101499","499","0101499-01","M","YES"
"General","01","0101","01","0101499","499","0101499-02","M","YES"
"General","01","0101","01","0101499","499","0101499-03","F","YES"
"General","01","0101","01","0101500","500","0101500-01","M","YES"
"General","01","0101","01","0101500","500","0101500-02","M","YES"
"General","01","0101","01","0101500","500","0101500-03","M","YES"
"General","01","0101","01","0101500","500","0101500-04","F","YES"
"General","01","0101","01","0101500","500","0101500-05","F","YES"
"General","01","0101","01","0101501","501","0101501-01","M","YES"
"General","01","0101","01","0101501","501","0101501-02","M","YES"
"General","01","0101","01","0101501","501","0101501-03","M","YES"
"General","01","0101","01","0101501","501","0101501-05","F","YES"
"General","01","0101","01","0101502","502","0101502-01","M","YES"
"General","01","0101","01","0101502","502","0101502-02","F","YES"
"General","01","0101","01","0101503","503","0101503-01","M","YES"
"General","01","0101","01","0101503","503","0101503-02","M","YES"
"General","01","0101","01","0101503","503","0101503-03","M","YES"
"General","01","0101","01","0101503","503","0101503-04","F","YES"
"General","01","0101","01","0101503","503","0101503-05","F","YES"
"General","01","0101","01","0101504","504","0101504-01","M","YES"
"General","01","0101","01","0101504","504","0101504-02","M","YES"
"General","01","0101","01","0101504","504","0101504-03","M","YES"
"General","01","0101","01","0101504","504","0101504-04","F","YES"
"General","01","0101","01","0101504","504","0101504-05","F","YES"
"General","01","0101","01","0101505","505","0101505-01","M","YES"
"General","01","0101","01","0101505","505","0101505-02","F","YES"
"General","01","0101","01","0101506","506","0101506-01","M","YES"
"General","01","0101","01","0101506","506","0101506-02","F","YES"
"General","01","0101","01","0101507","507","0101507-01","M","YES"
"General","01","0101","01","0101507","507","0101507-02","F","YES"
"General","01","0101","01","0101508","508","0101508-01","M","YES"
"General","01","0101","01","0101508","508","0101508-02","F","YES"
"General","01","0101","01","0101512","512","0101512-01","M","YES"
"General","01","0101","01","0101512","512","0101512-02","M","YES"
"General","01","0101","01","0101512","512","0101512-03","M","YES"
"General","01","0102","02","0102463","463","0102463-01","M","YES"
"General","01","0102","02","0102463","463","0102463-02","M","YES"
"General","01","0102","02","0102463","463","0102463-03","M","YES"
"General","01","0102","02","0102463","463","0102463-04","F","YES"
"General","01","0102","02","0102463","463","0102463-05","F","YES"
"General","01","0102","02","0102463","463","0102463-06","M","YES"
"General","01","0102","02","0102464","464","0102464-01","M","YES"
"General","01","0102","02","0102464","464","0102464-02","M","YES"
"General","01","0102","02","0102464","464","0102464-03","F","YES"
"General","01","0102","02","0102465","465","0102465-01","M","YES"
"General","01","0102","02","0102465","465","0102465-02","M","YES"
"General","01","0102","02","0102465","465","0102465-03","F","YES"
"General","01","0102","02","0102466","466","0102466-01","M","YES"
"General","01","0102","02","0102466","466","0102466-02","M","YES"
"General","01","0102","02","0102466","466","0102466-03","F","YES"
"General","01","0102","02","0102467","467","0102467-01","M","YES"
"General","01","0102","02","0102467","467","0102467-02","M","YES"
"General","01","0102","02","0102467","467","0102467-03","F","YES"
"General","01","0102","02","0102468","468","0102468-01","M","YES"
"General","01","0102","02","0102468","468","0102468-02","M","YES"
"General","01","0102","02","0102468","468","0102468-03","M","YES"
"General","01","0102","02","0102468","468","0102468-04","F","YES"
"General","01","0102","02","0102468","468","0102468-05","F","YES"
"General","01","0102","02","0102469","469","0102469-01","M","YES"
"General","01","0102","02","0102469","469","0102469-03","F","YES"
"General","01","0102","02","0102470","470","0102470-01","M","YES"
"General","01","0102","02","0102470","470","0102470-02","M","YES"
"General","01","0102","02","0102470","470","0102470-03","M","YES"
"General","01","0102","02","0102470","470","0102470-04","F","YES"
"General","01","0102","02","0102471","471","0102471-01","M","YES"
"General","01","0102","02","0102471","471","0102471-02","M","YES"
"General","01","0102","02","0102472","472","0102472-01","M","YES"
"General","01","0102","02","0102472","472","0102472-02","F","YES"
"General","01","0103","03","0103333","333","0103333-01","M","YES"
"General","01","0103","03","0103333","333","0103333-02","M","YES"
"General","01","0103","03","0103333","333","0103333-03","F","YES"
"General","01","0103","03","0103334","334","0103334-01","M","YES"
"General","01","0103","03","0103334","334","0103334-02","F","YES"
"General","01","0103","03","0103335","335","0103335-01","M","YES"
"General","01","0103","03","0103335","335","0103335-02","F","YES"
"General","01","0103","03","0103336","336","0103336-01","M","YES"
"General","01","0103","03","0103336","336","0103336-02","M","YES"
"General","01","0103","03","0103336","336","0103336-03","F","YES"
"General","01","0103","03","0103337","337","0103337-01","M","YES"
"General","01","0103","03","0103337","337","0103337-02","M","YES"
"General","01","0103","03","0103337","337","0103337-03","M","YES"
"General","01","0103","03","0103337","337","0103337-04","F","YES"
"General","01","0103","03","0103338","338","0103338-01","M","YES"
"General","01","0103","03","0103338","338","0103338-02","M","YES"
"General","01","0103","03","0103338","338","0103338-03","F","YES"
"General","01","0103","03","0103339","339","0103339-01","M","YES"
"General","01","0103","03","0103339","339","0103339-02","M","YES"
"General","01","0103","03","0103339","339","0103339-03","F","YES"
"General","01","0103","03","0103340","340","0103340-01","M","YES"
"General","01","0103","03","0103340","340","0103340-02","M","YES"
"General","01","0103","03","0103340","340","0103340-03","M","YES"
"General","01","0103","03","0103340","340","0103340-04","F","YES"
"General","01","0103","03","0103341","341","0103341-01","M","YES"
"General","01","0103","03","0103341","341","0103341-02","M","YES"
"General","01","0103","03","0103341","341","0103341-03","M","YES"
"General","01","0103","03","0103341","341","0103341-04","F","YES"
"General","01","0103","03","0103342","342","0103342-01","M","YES"
"General","01","0103","03","0103342","342","0103342-02","M","YES"
"General","01","0103","03","0103342","342","0103342-03","M","YES"
"General","01","0103","03","0103342","342","0103342-04","F","YES"
"General","01","0103","03","0103342","342","0103342-05","F","YES"
"General","01","0103","03","0103343","343","0103343-01","M","YES"
"General","01","0103","03","0103343","343","0103343-02","M","YES"
"General","01","0103","03","0103343","343","0103343-03","F","YES"
"General","01","0103","03","0103344","344","0103344-01","M","YES"
"General","01","0103","03","0103344","344","0103344-02","M","YES"
"General","01","0103","03","0103344","344","0103344-03","F","YES"
"General","01","0104","04","0104352","352","0104352-01","M","YES"
"General","01","0104","04","0104352","352","0104352-02","M","YES"
"General","01","0104","04","0104352","352","0104352-03","M","YES"
"General","01","0104","04","0104352","352","0104352-04","F","YES"
"General","01","0104","04","0104353","353","0104353-01","M","YES"
"General","01","0104","04","0104353","353","0104353-02","F","YES"
"General","01","0104","04","0104354","354","0104354-01","M","YES"
"General","01","0104","04","0104354","354","0104354-02","M","YES"
"General","01","0104","04","0104354","354","0104354-03","F","YES"
"General","01","0104","04","0104355","355","0104355-01","M","YES"
"General","01","0104","04","0104355","355","0104355-02","M","YES"
"General","01","0104","04","0104355","355","0104355-03","F","YES"
"General","01","0104","04","0104356","356","0104356-01","M","YES"
"General","01","0104","04","0104356","356","0104356-02","M","YES"
"General","01","0104","04","0104356","356","0104356-03","F","YES"
"General","01","0104","04","0104357","357","0104357-01","M","YES"
"General","01","0104","04","0104357","357","0104357-02","M","YES"
"General","01","0104","04","0104357","357","0104357-03","F","YES"
"General","01","0104","04","0104358","358","0104358-01","M","YES"
"General","01","0104","04","0104358","358","0104358-02","F","YES"
"General","01","0105","05","0105359","359","0105359-01","M","YES"
"General","01","0105","05","0105359","359","0105359-02","F","YES"
"General","01","0105","05","0105360","360","0105360-01","M","YES"
"General","01","0105","05","0105360","360","0105360-02","M","YES"
"General","01","0105","05","0105360","360","0105360-03","M","YES"
"General","01","0105","05","0105360","360","0105360-04","F","YES"
"General","01","0105","05","0105360","360","0105360-05","F","YES"
"General","01","0105","05","0105361","361","0105361-01","M","YES"
"General","01","0105","05","0105361","361","0105361-02","F","YES"
"General","01","0105","05","0105362","362","0105362-01","M","YES"
"General","01","0105","05","0105362","362","0105362-03","F","YES"
"General","01","0105","05","0105362","362","0105362-04","M","YES"
"General","01","0105","05","0105363","363","0105363-01","M","YES"
"General","01","0105","05","0105363","363","0105363-03","F","YES"
"General","01","0105","05","0105364","364","0105364-01","M","YES"
"General","01","0105","05","0105364","364","0105364-02","M","YES"
"General","01","0105","05","0105364","364","0105364-03","F","YES"
"General","01","0105","05","0105364","364","0105364-04","F","YES"
"General","01","0105","05","0105365","365","0105365-01","M","YES"
"General","01","0105","05","0105365","365","0105365-02","M","YES"
"General","01","0105","05","0105365","365","0105365-03","F","YES"
"General","01","0105","05","0105365","365","0105365-04","F","YES"
"General","01","0105","05","0105366","366","0105366-01","M","YES"
"General","01","0105","05","0105366","366","0105366-02","M","YES"
"General","01","0105","05","0105366","366","0105366-03","F","YES"
"General","01","0105","05","0105367","367","0105367-01","M","YES"
"General","01","0105","05","0105367","367","0105367-02","M","YES"
"General","01","0105","05","0105367","367","0105367-03","M","YES"
"General","01","0105","05","0105367","367","0105367-04","F","YES"
