"province_code","province_name_eng","candidate_code","candidate_name_eng","candidate_name_dari","candidate_name_pashto"
1,"Kabul","1-1451-3060","Sayed Abdullah Saber","سید عبدالله   صابر ","سید عبدالله   صابر "
1,"Kabul","1-1356-1091","Malek Haji Azim shinwarzadah","ملک حاجی عظیم شینوزاده","ملک حاجی عظیم شینوزاده"
1,"Kabul","1-1294-1196","Abdul Matin Tawakulzai","عبدالمبین توکلزی ","عبدالمبین توکلزی "
1,"Kabul","1-1308-15","Shafiqullah Salim poya","شفیق الله سلیم پویا","شفیق الله سلیم پویا"
1,"Kabul","1-1332-96","Ghullam Mohammad Kamawal","غلام محمد کامه وال","غلام محمد کامه وال"
1,"Kabul","1-1572-26","Gen. Mohammad Asef Jabarkhel"," جنرال محمد آصف جبارخیل"," جنرال محمد آصف جبارخیل"
1,"Kabul","1-1685-223","Sediq Mansoor Ansari","صدیق منصور انصاری","صدیق منصور انصاری"
1,"Kabul","1-1840-1057","Sayed Asghar Ashraq","سید اصغر اشراق","سید اصغر اشراق"
1,"Kabul","1-1463-36","Haji Abdul Qaher Kalakani","حاجی عبدالقاهر کلکانی","حاجی عبدالقاهر کلکانی"
1,"Kabul","1-1599-36","Sayed Mustafa Miri","سید مصطفی میری ","سید مصطفی میری "
1,"Kabul","1-1728-3056","Khozha babakarkhel","خوږه  بابکر خیل ","خوږه  بابکر خیل "
1,"Kabul","1-1390-44","Mohammad Mukhtar Sharifi","محمد مختار شریفی","محمد مختار شریفی"
1,"Kabul","1-1341-27","Mohammad Edris Rasooli","محمد ادریس رسولی","محمد ادریس رسولی"
1,"Kabul","1-1373-3061","Shahla Naseri Barikzai","شهلا  ناصری بارکزی","شهلا  ناصری بارکزی"
1,"Kabul","1-1301-74","Omran Omar Amarkhel","عمران عمر امرخیل","عمران عمر امرخیل"
1,"Kabul","1-1423-99","Mohammad Haidari","محمد حیدری ","محمد حیدری "
1,"Kabul","1-1385-26","Mustafa Nikzad","مصطفی نیکزاد ","مصطفی نیکزاد "
1,"Kabul","1-1316-2","Mohmood Hanif ","محمود حنیف","محمود حنیف"
1,"Kabul","1-1466-1068","Nematullah Ahmadi"," نعمت الله احمدی"," نعمت الله احمدی"
1,"Kabul","1-1588-3","Bibi haji Parwin Durani","بی بی حاجی پروین  درانی","بی بی حاجی پروین  درانی"
1,"Kabul","1-1237-113","Nesar Ahmad Bahawi","نثار احمد بهاوی","نثار احمد بهاوی"
1,"Kabul","1-1143-221","Freshta Amini"," فرشته امینی"," فرشته امینی"
1,"Kabul","1-1068-104","Noor Habib Gullbahari","نورحبیب گلبهاری ","نورحبیب گلبهاری "
1,"Kabul","1-1610-5","Ghullam Mohaiuddin Alokozai","غلام محی الدین  الکوزی","غلام محی الدین  الکوزی"
1,"Kabul","1-1028-25","Wasim Shirzai","وسیم شیرزی","وسیم شیرزی"
1,"Kabul","1-1540-61","Sardar Mohammad Sakhi","سردار محمد سخی","سردار محمد سخی"
1,"Kabul","1-1118-42","Rajab Ali Andeshmand","رجب علی اندیشمند","رجب علی اندیشمند"
1,"Kabul","1-1194-127","Saranpoh. Yar Mohammad Hussainkhel"," څارنپوه یارمحمد حسین خیل"," څارنپوه یارمحمد حسین خیل"
1,"Kabul","1-1587-27","Wahidullah Radmanesh","وحید الله رادمنش","وحید الله رادمنش"
1,"Kabul","1-1554-13","Mohammad Dawood Babur","محمد داود  بابر","محمد داود  بابر"
1,"Kabul","35-1187-2","Qurban Mohammad","قربان محمد ","قربان محمد "
1,"Kabul","1-1515-1018","Ahmad Tariq sheja","احمد طارق شجاع","احمد طارق شجاع"
1,"Kabul","1-1425-48","Gen. Khalil Rahman Aamel","جنرال خلیل  الرحمن عامل","جنرال خلیل  الرحمن عامل"
1,"Kabul","1-1219-1216","Ustad Mawlawi Shamsullah Haqani","استادمولوی شمس الله حقانی","استادمولوی شمس الله حقانی"
1,"Kabul","1-1387-1081","Mohammad sharif Omarzai","محمد شریف عمر زی","محمد شریف عمر زی"
1,"Kabul","1-1015-1063","Mohammad Urfani","محمد عرفانی ","محمد عرفانی "
1,"Kabul","1-1106-1016","Hedayatullah Rehayee","هدایت الله رهایی","هدایت الله رهایی"
1,"Kabul","1-1820-136","Mohammad Abid Andarabi","محمد عابد اندرابی ","محمد عابد اندرابی "
1,"Kabul","1-1475-1103","Dr. Sayed Jalil sayed","داکتر سید جلیل سید","داکتر سید جلیل سید"
1,"Kabul","1-1607-23","Sardar Mohammad Ahmadzadah","سردار محمد احمد زاده","سردار محمد احمد زاده"
1,"Kabul","1-1596-16","Ahmad Sayeedi","احمد سعیدی","احمد سعیدی"
1,"Kabul","1-1430-80","Ezatullah Aatef","عزت الله عاطف ","عزت الله عاطف "
1,"Kabul","1-1639-57","Salma Akbari","سلما اکبری ","سلما اکبری "
1,"Kabul","1-1293-168","Mawlawi Gada Mohammad Mufleh","مولوی گدامحمد مفلح ","مولوی گدامحمد مفلح "
1,"Kabul","1-1878-154","Abdul Rauf Assadi","عبدالروف اسدی ","عبدالروف اسدی "
1,"Kabul","1-1531-72","Alhaj Ghullam Nabi Gharanai","الحاج غلام نبی غرنی ","الحاج غلام نبی غرنی "
1,"Kabul","1-1102-3069","Abdul Qader Haidari","عبدالقادر  حیدری","عبدالقادر  حیدری"
1,"Kabul","1-1112-1067","Mohammad Taher Ebadi","محمد طاهر عبادی","محمد طاهر عبادی"
1,"Kabul","1-1695-167","Hawa Alam Nooristani","حوا علم نورستانی","حوا علم نورستانی"
1,"Kabul","1-1898-1086","Shir Aqa Sayedkheli","شیر آقا سید خیلی ","شیر آقا سید خیلی "
1,"Kabul","1-1389-68","Feda Mohammad Ulfat Saleh","فدا محمد الفت صالح","فدا محمد الفت صالح"
1,"Kabul","1-1691-112","Haji Zarbat Kharoti","حاجی زربت خروټی","حاجی زربت خروټی"
1,"Kabul","1-1126-1073","Mohammad Khalid Farahi","محمد خالد فراهی","محمد خالد فراهی"
1,"Kabul","1-1199-17","Phd. Lutfullah Safi","پوهاند لطف الله صافی ","پوهاند لطف الله صافی "
1,"Kabul","1-1713-253","Murtaza Nikzad","مرتضی نیکزاد","مرتضی نیکزاد"
1,"Kabul","1-1104-46","Assadullah Waziri","اسد الله وزیری","اسد الله وزیری"
1,"Kabul","1-1561-38","Rashuddin Mohammadi","راش الدین محمدی","راش الدین محمدی"
1,"Kabul","1-1464-69","Saranpoh. Enayatullah Kamal","څارنپوه عنایت الله کمال","څارنپوه عنایت الله کمال"
1,"Kabul","1-1044-166","Mohammad Osman Taheri","محمد عثمان طاهری","محمد عثمان طاهری"
1,"Kabul","1-1679-176","Noor Mohammad Ramozi","نور محمد رموزی","نور محمد رموزی"
1,"Kabul","1-1196-3","Mohammad Edris Faqirzadah Formoli","محمد ادریس فقیرزاده فرملی","محمد ادریس فقیرزاده فرملی"
1,"Kabul","1-1355-173","Mohammad Nayem Haqmal","محمد نعیم حقمل","محمد نعیم حقمل"
1,"Kabul","1-1734-128","Ustad Abdul Ghafar Rashidi","استاد عبدالغفار رشیدی","استاد عبدالغفار رشیدی"
1,"Kabul","1-1344-142","Dr. Fazel Khaleq Sheja","داکتر فضل الخالق شجاع ","داکتر فضل الخالق شجاع "
1,"Kabul","1-1414-130","Saheb Haq Meyakhel","صاحب حق میاخیل ","صاحب حق میاخیل "
1,"Kabul","1-1761-143","Jamal Naser Mujahid","جمال ناصر مجاهد","جمال ناصر مجاهد"
1,"Kabul","1-1527-169","Maliha Joya","ملیحه جویا","ملیحه جویا"
1,"Kabul","1-1011-2","Abdul Rezaq Ismaili","عبدالرزاق اسماعیلی ","عبدالرزاق اسماعیلی "
1,"Kabul","1-1725-128","Eng. Shams Rahman Shams","انجنیر شمس الرحمن شمس ","انجنیر شمس الرحمن شمس "
1,"Kabul","1-1056-3054","Sayed Mohammad Rashid Naserzadah","سید محمد رشید  ناصر زاده","سید محمد رشید  ناصر زاده"
1,"Kabul","1-1519-91","Mahdi Zahedi","مهدی زاهدی","مهدی زاهدی"
1,"Kabul","1-1062-93","Sayed Ali Akbar Kazemi","سید علی اکبر کاظمی ","سید علی اکبر کاظمی "
1,"Kabul","1-1677-70","Mohammadullah Babrak","محمد الله ببرک ","محمد الله ببرک "
1,"Kabul","1-1594-38","Alhaj Mirwais Kamawal","الحاج میرویس کامه وال","الحاج میرویس کامه وال"
1,"Kabul","1-1349-123","Eng. Naqibullah Naseri","انجنیر نقیب الله ناصری","انجنیر نقیب الله ناصری"
1,"Kabul","1-1292-1106","Shir Mohammad Ghafoori","شیر محمد  غفوری","شیر محمد  غفوری"
1,"Kabul","1-1150-39","Haji Ezatullah Neyazai","حاجی عزت الله نیازی","حاجی عزت الله نیازی"
1,"Kabul","1-1220-1048","Fawzia Naseryar Gulldaraye","فوزیه ناصریار گلدریی","فوزیه ناصریار گلدریی"
1,"Kabul","1-1007-16","Ahmad Parwiz Hassan","احمد پرویز حسن","احمد پرویز حسن"
1,"Kabul","1-1598-62","Taj Mohammad Mujahid","تاج محمد مجاهد ","تاج محمد مجاهد "
1,"Kabul","1-1759-156","Arash Shahirpor","آرش شهیرپور","آرش شهیرپور"
1,"Kabul","1-1241-49","Mohammad Hamed Shirzad","محمد حامد شیرزاد","محمد حامد شیرزاد"
1,"Kabul","1-1668-73","Mohammad Sangar Amirzadah","محمد سنگر امیرزاده ","محمد سنگر امیرزاده "
1,"Kabul","1-1038-134","Abdul Qader Beheshti","عبدالقاهر بهشتی","عبدالقاهر بهشتی"
1,"Kabul","1-1412-86","Mohammad Hakim Belali","محمد حکیم بلالی","محمد حکیم بلالی"
1,"Kabul","1-1055-2159","Mohammad Fahim Osmani","محمد فهیم عثمانی","محمد فهیم عثمانی"
1,"Kabul","1-1612-5","Alhaj Obaidullah Barikzai","الحاج عبیدالله بارکزی","الحاج عبیدالله بارکزی"
1,"Kabul","1-1590-94","Eng. Amanullah Afshar","انجینر امان الله افشار","انجینر امان الله افشار"
1,"Kabul","1-1680-121","Dr. Mohammad Baqer Sayeer","داکتر محمد باقر سعیر","داکتر محمد باقر سعیر"
1,"Kabul","1-1578-56","Mawlawi Attaullah Faizani","مولوی عطا الله  فیضانی","مولوی عطا الله  فیضانی"
1,"Kabul","1-1450-1083","Shah Gull Rezaye","شاه گل رضایی","شاه گل رضایی"
1,"Kabul","1-1125-74","Elyas Faizi Ghoryani","الیاس فیضی غوریانی","الیاس فیضی غوریانی"
1,"Kabul","1-1204-78","Baryalai Amin","بریالی امین","بریالی امین"
1,"Kabul","1-1798-2158","Hafizullah Barikzai","حفیظ الله بارکزی ","حفیظ الله بارکزی "
1,"Kabul","1-1289-75","Ghorzang Seyal","غورځنګ سیال","غورځنګ سیال"
1,"Kabul","1-1267-3064","Amanullah Tarin","آمان الله ترین","آمان الله ترین"
1,"Kabul","1-1858-1179","Emal Burhan Wardak","ایمل برهان وردک ","ایمل برهان وردک "
1,"Kabul","1-1166-65","Shir Rahman Mujahid","شیر الرحمن مجاهد","شیر الرحمن مجاهد"
1,"Kabul","1-1184-84","Wahid Rahman Amiri","وحید الرحمن امیری ","وحید الرحمن امیری "
1,"Kabul","1-1573-1089","Dr. Aslam Khan Mirdadi","داکتر اسلم خان میر دادی","داکتر اسلم خان میر دادی"
1,"Kabul","1-1035-6","Malek Sayed Aqa Hussainkhel","ملک سیداقاحسین خیل","ملک سیداقاحسین خیل"
1,"Kabul","1-1671-129","Alhaj Zemarai Naseri","الحاج زمری ناصری","الحاج زمری ناصری"
1,"Kabul","1-1785-130","Dr. Ziauddin Kamal ","داکتر ضیأالدین کمال ","داکتر ضیأالدین کمال "
1,"Kabul","1-1376-1203","Qudsia Alokozai","قدسیه الکوزی ","قدسیه الکوزی "
1,"Kabul","1-1646-1028","Mohammad Salem Ahmadzai","محمد سالم احمدزی","محمد سالم احمدزی"
1,"Kabul","1-1082-84","Abdal Amin Haqjo","عبدال امین حقجو","عبدال امین حقجو"
1,"Kabul","1-1209-19","Haji Hafizullah Jalili","حاجی حفیظ الله جلیلی","حاجی حفیظ الله جلیلی"
1,"Kabul","1-1449-128","Mohammad Younus Wayar","محمد یونس ویاړ","محمد یونس ویاړ"
1,"Kabul","1-1047-74","Zainab Mowahid","زینب موحد","زینب موحد"
1,"Kabul","1-1016-168","Ghullam Farooq Mojadidi","غلام فاروق مجددی","غلام فاروق مجددی"
1,"Kabul","1-1398-9","Mohammad Baqer Mohaqeq","محمد باقر محقق","محمد باقر محقق"
1,"Kabul","1-1844-1193","Mirwais Ansar Mangal","میرویس انصار منگل","میرویس انصار منگل"
1,"Kabul","1-1366-1212","Sayed Abdullah Sadat","سید عبدالله سادات ","سید عبدالله سادات "
1,"Kabul","1-1810-79","Mariam Sediqa Sadat","مریم صدیقه سادات","مریم صدیقه سادات"
1,"Kabul","1-1637-35","Abdul Qader Zazai Watandost","عبدالقادر ځاځی وطندوست","عبدالقادر ځاځی وطندوست"
1,"Kabul","1-1559-141","Abdul Hadi Osmani","عبدالهادی عثمانی","عبدالهادی عثمانی"
1,"Kabul","1-1238-1076","Mohammad Malek Sabr","محمد ملک صبر","محمد ملک صبر"
1,"Kabul","1-1700-93","Haji Taza khan Zurmati","حاجی تازه خان زرمتی","حاجی تازه خان زرمتی"
1,"Kabul","1-1729-1043","Abdul Hadi Miran","عبدالهادی میران ","عبدالهادی میران "
1,"Kabul","1-1877-1097","Eng. Abdul Satar Azizi","انجنیر عبدالستار عزیزی","انجنیر عبدالستار عزیزی"
1,"Kabul","1-1019-41","Ahmad Reza Noori","احمد رضآ نوری","احمد رضآ نوری"
1,"Kabul","1-1699-12","Naqibullah Faizi","نقیب الله فیضی","نقیب الله فیضی"
1,"Kabul","1-1131-1024","Najibullah Haidari","نجیب الله حیدری","نجیب الله حیدری"
1,"Kabul","1-1195-10","Ahmad Farid Mehrabi","احمد فرید محرابی","احمد فرید محرابی"
1,"Kabul","1-1513-1034","Mirza Mohammad Yarmand","میرزا محمد یارمند ","میرزا محمد یارمند "
1,"Kabul","1-1379-1098","Abdul Razaq Hakimi","عبداالرزاق  حکیمی ","عبداالرزاق  حکیمی "
1,"Kabul","1-1499-3071","Haji Hamesha Gull Chakari"," حاجی همیشه گل  چکری"," حاجی همیشه گل  چکری"
1,"Kabul","1-1818-141","Mariam Sama","مریم سما ","مریم سما "
1,"Kabul","1-1006-83","Ghullam Ali Wahdat","غلام علی وحدت ","غلام علی وحدت "
1,"Kabul","1-1686-124","Mursal Nabizada","مرسل نبی زاده","مرسل نبی زاده"
1,"Kabul","1-1564-34","Haji Zadran Azizi","حاجی ځدران عزیزی","حاجی ځدران عزیزی"
1,"Kabul","1-1866-155","Mohammad Belal Hakimi","محمد بلال حکیمی ","محمد بلال حکیمی "
1,"Kabul","1-1760-162","Dr. Faridullah sefat","داکتر فرید الله صفت ","داکتر فرید الله صفت "
1,"Kabul","1-1597-1209","Mohammad Yahya Wayar Ahmadzai","محمد یحی ویاړ احمدزی","محمد یحی ویاړ احمدزی"
1,"Kabul","1-1467-1015","Eid Mohammad Maleyar","عید محمد ملیار","عید محمد ملیار"
1,"Kabul","1-1650-89","Mohammad Nazir Hafizi","محمد نظیر حفیظی","محمد نظیر حفیظی"
1,"Kabul","1-1186-37","Haji Ajmal Rahmani","حاجی اجمل رحمانی","حاجی اجمل رحمانی"
1,"Kabul","1-1813-172","Asal Mohammad Shakeri Badakhshani","عسل محمد شاکری بدخشانی","عسل محمد شاکری بدخشانی"
1,"Kabul","1-1563-31","Najibullah Momand Kamawal","نجیب الله مومند کاموال","نجیب الله مومند کاموال"
1,"Kabul","1-1881-163","Sayed Ahmad Shekeb Montazeri","سید احمد شکیب منتظری","سید احمد شکیب منتظری"
1,"Kabul","1-1897-183","Ghullam Fardin Shaaba","غلام فردین شابه ","غلام فردین شابه "
1,"Kabul","1-1435-57","saifurahman Gharwal","سیف الرحمن غروال","سیف الرحمن غروال"
1,"Kabul","1-1670-1054","Sayed Kamal Zazai","سید کمال ځاځی","سید کمال ځاځی"
1,"Kabul","1-1088-177","Abdul Baqi Samandar","عبدالباقی سمندر","عبدالباقی سمندر"
1,"Kabul","1-1129-79","Mohammad Aref","محمد عارف ","محمد عارف "
1,"Kabul","1-1127-182","Mirzaman Haqyar","میرزمان حقیار ","میرزمان حقیار "
1,"Kabul","1-1489-13","Haij Muzamel Hotak","حاجی مزمل هوتک","حاجی مزمل هوتک"
1,"Kabul","1-1281-67","Homaira Chakari Yousufzai","حمیرا چکری یوسفزی","حمیرا چکری یوسفزی"
1,"Kabul","1-1516-3044","Qazi Mohammad Isshaq Farjad","قاضی محمد اسحاق فرجاد","قاضی محمد اسحاق فرجاد"
