province_code,candidate_name_eng,candidate_gender,candidate_id,province_name_eng
32, Maulawi Kamal-u-din Hamid,Male,5795005,Bamyan
32,Zabihullah,Male,1557838,Bamyan
32,Hajji Shaikh  Muhammad Baqir Natiqi,Male,2779587,Bamyan
32,Khuda Dad Bayani,Male,5795010,Bamyan
32, Muhammad Reza Danish,Male,5463027,Bamyan
32,Dr. Muhammad Akaram,Male,1643130,Bamyan
32,Sayed Zareef Rahmani,Male,5795011,Bamyan
33,Alhaj Maulawi Enayatullah Sharifi,Male,295901,Panjshir
33,Ustad Ghulam Ali Amin,Male,1146752,Panjshir
34,Sayed Abdul Hakim Natiqi,Male,100770730,Daikondi
34,Dr. Abdul Kareem Roshan,Male,5845382,Daikondi
34, Ghulam Yahya Akhlaqi,Male,2958218,Daikondi
34,Din Muhammad Hakimi,Male,1462625,Daikondi
34,Muhammad Ibrhim Fidayi Shikhali,Male,376745,Daikondi
34,Zamin Poya,Male,2958221,Daikondi
