"pc_code","prelim_results_reporting","final_results_reporting"
"3211324","YES","YES"
"3211325","YES","YES"
"3211326","YES","YES"
"3211327","YES","NO"
"3211328","YES","YES"
"3211329","YES","YES"
"3211330","YES","YES"
"3211331","NO","NO"
"3211332","NO","NO"
"3211333","NO","NO"
"3211334","NO","NO"
"3212335","NO","NO"
"3212336","YES","YES"
"3212337","YES","YES"
"3212338","YES","YES"
"3212339","NO","NO"
"3212340","YES","YES"
"3212341","YES","YES"
"3212342","NO","NO"
"3212343","YES","YES"
"3212344","YES","YES"
"3212345","NO","NO"
"3212346","YES","YES"
"3212347","NO","NO"
"3212348","YES","YES"
"3212349","YES","YES"
"3212350","YES","YES"
"3212351","YES","YES"
"3212352","NO","NO"
"3212353","NO","NO"
"3212354","NO","NO"
"3212355","NO","NO"
"3212356","NO","NO"
"3213357","NO","NO"
"3213358","NO","NO"
"3213359","YES","YES"
"3213360","YES","YES"
"3213361","YES","YES"
"3213362","YES","YES"
"3213363","YES","YES"
"3213364","YES","YES"
"3213365","YES","YES"
"3213366","YES","YES"
"3213367","YES","YES"
"3213368","YES","YES"
"3213369","YES","YES"
"3213370","YES","YES"
"3213371","YES","YES"
"3213372","YES","YES"
"3213373","NO","NO"
"3213374","NO","NO"
"3213375","YES","YES"
"3214376","YES","YES"
"3214377","YES","YES"
"3214378","YES","YES"
"3214379","YES","YES"
"3214380","NO","NO"
"3214381","YES","YES"
"3214382","NO","NO"
"3214383","NO","NO"
"3214384","YES","YES"
"3214385","YES","YES"
"3214386","YES","YES"
"3214387","YES","YES"
"3214388","YES","YES"
"3214389","YES","NO"
"3215390","NO","NO"
"3215391","NO","NO"
"3215392","NO","NO"
"3215393","NO","NO"
"3215394","YES","YES"
"3215395","NO","NO"
"3215396","NO","NO"
"3215397","NO","NO"
"3215398","NO","NO"
"3215399","NO","NO"
"3215400","NO","NO"
"3215401","NO","NO"
"3215402","NO","NO"
"3216403","NO","NO"
"3216404","YES","NO"
"3216405","NO","NO"
"3216406","NO","NO"
"3216407","YES","YES"
"3216408","YES","YES"
"3216409","YES","YES"
"3216410","YES","YES"
"3216411","YES","YES"
"3216412","YES","YES"
"3216413","YES","YES"
"3216414","NO","NO"
"3216415","NO","NO"
"3216416","NO","NO"
"3216417","NO","NO"
"3216418","NO","NO"
"3216419","NO","NO"
"3216420","NO","NO"
"3217421","NO","NO"
"3217422","NO","NO"
"3217423","NO","NO"
"3217424","NO","NO"
"3217425","NO","NO"
"3217426","NO","NO"
"3217427","NO","NO"
"3217428","NO","NO"
"3217429","NO","NO"
"3217430","NO","NO"
"3217431","NO","NO"
"3218432","NO","NO"
"3218433","NO","NO"
"3218434","NO","NO"
"3218435","NO","NO"
"3218436","NO","NO"
"3218437","NO","NO"
"3218438","NO","NO"
"3218439","NO","NO"
"3218440","NO","NO"
"3218441","NO","NO"
"3218442","NO","NO"
"3218443","NO","NO"
"3218444","NO","NO"
"3218445","NO","NO"
"3219446","YES","YES"
"3219447","NO","NO"
"3219448","NO","NO"
"3219449","NO","NO"
"3219450","NO","NO"
"3220451","NO","NO"
"3220452","NO","NO"
"3220453","NO","NO"
"3220454","YES","YES"
"3220455","NO","NO"
"3220456","NO","NO"
"3220457","YES","YES"
"3220458","NO","NO"
"3220459","NO","NO"
"3220460","NO","NO"
"3220461","NO","NO"
"3220462","NO","NO"
"3301001","YES","YES"
"3301002","YES","YES"
"3301003","YES","YES"
"3301004","YES","YES"
"3301005","YES","YES"
"3301006","YES","YES"
"3301007","YES","YES"
"3301008","YES","YES"
"3301009","YES","YES"
"3301010","YES","YES"
"3301011","YES","YES"
"3301012","YES","YES"
"3301013","YES","YES"
"3301014","YES","YES"
"3301015","NO","NO"
"3301016","NO","NO"
"3301017","NO","NO"
"3301018","NO","NO"
"3301019","NO","NO"
"3301020","NO","NO"
"3301021","NO","NO"
"3301022","NO","NO"
"3301023","YES","YES"
"3301024","YES","YES"
"3301025","YES","YES"
"3301026","YES","YES"
"3301027","YES","YES"
"3301028","YES","YES"
"3301029","YES","YES"
"3301030","YES","YES"
"3301031","YES","YES"
"3301032","YES","YES"
"3301033","YES","YES"
"3301034","NO","NO"
"3301035","NO","NO"
"3301036","NO","NO"
"3301037","YES","YES"
"3301038","YES","YES"
"3301039","NO","NO"
"3301040","NO","NO"
"3302041","NO","NO"
"3302042","NO","NO"
"3302043","NO","NO"
"3302044","NO","NO"
"3302045","YES","YES"
"3302046","NO","NO"
"3302047","NO","NO"
"3302048","NO","NO"
"3302049","NO","NO"
"3302050","NO","NO"
"3302051","NO","NO"
"3302052","NO","NO"
"3303053","NO","NO"
"3303054","NO","NO"
"3303055","YES","YES"
"3303056","NO","NO"
"3303057","NO","NO"
"3303058","NO","NO"
"3303059","NO","NO"
"3303060","NO","NO"
"3303061","NO","NO"
"3303062","YES","YES"
"3303063","NO","NO"
"3303064","NO","NO"
"3303065","NO","NO"
"3303066","NO","NO"
"3303067","NO","NO"
"3303068","NO","NO"
"3304069","NO","NO"
"3304070","YES","YES"
"3304071","NO","NO"
"3304072","NO","NO"
"3304073","NO","NO"
"3304074","NO","NO"
"3304075","NO","NO"
"3304076","NO","NO"
"3304077","NO","NO"
"3304078","NO","NO"
"3304079","NO","NO"
"3304080","NO","NO"
"3304081","NO","NO"
"3304082","NO","NO"
"3304083","NO","NO"
"3305084","NO","NO"
"3305085","NO","NO"
"3305086","NO","NO"
"3305087","NO","NO"
"3305088","NO","NO"
"3305089","NO","NO"
"3305090","NO","NO"
"3305091","YES","YES"
"3305092","NO","NO"
"3305093","NO","NO"
"3305094","NO","NO"
"3305095","NO","NO"
"3305096","NO","NO"
"3306097","NO","NO"
"3306098","NO","NO"
"3306099","NO","NO"
"3306100","NO","NO"
"3306101","NO","NO"
"3306102","NO","NO"
"3306103","NO","NO"
"3306104","NO","NO"
"3306105","NO","NO"
"3306106","NO","NO"
"3306107","NO","NO"
"3306108","NO","NO"
"3306109","NO","NO"
"3306110","NO","NO"
"3306111","YES","YES"
"3306112","NO","NO"
"3306113","NO","NO"
"3306114","NO","NO"
"3306115","NO","NO"
"3306116","NO","NO"
"3306117","NO","NO"
"3306118","NO","NO"
"3306119","YES","YES"
"3306120","NO","NO"
"3306121","NO","NO"
"3306122","NO","NO"
"3306123","NO","NO"
"3306124","NO","NO"
"3307125","NO","NO"
"3307126","NO","NO"
"3307127","NO","NO"
"3307128","NO","NO"
"3307129","NO","NO"
"3307130","NO","NO"
"3307131","NO","NO"
"3307132","YES","YES"
"3307133","NO","NO"
"3307134","NO","NO"
"3308135","NO","NO"
"3308136","NO","NO"
"3308137","NO","NO"
"3308138","NO","NO"
"3308139","NO","NO"
"3308140","NO","NO"
"3308141","NO","NO"
"3308142","NO","NO"
"3308143","NO","NO"
"3308144","NO","NO"
"3308145","NO","NO"
"3308146","YES","YES"
"3308147","NO","NO"
"3308148","NO","NO"
"3308149","NO","NO"
"3308150","NO","NO"
"3308151","NO","NO"
"3308152","NO","NO"
"3308153","NO","NO"
"3308154","NO","NO"
"3309155","NO","NO"
"3309156","NO","NO"
"3309157","NO","NO"
"3309158","NO","NO"
"3309159","NO","NO"
"3309160","NO","NO"
"3309161","YES","YES"
"3309162","YES","YES"
"3309163","NO","NO"
"3309164","YES","YES"
"3309165","NO","NO"
"3309166","NO","NO"
"3310167","NO","NO"
"3310168","NO","NO"
"3310169","NO","NO"
"3310170","NO","NO"
"3310171","NO","NO"
"3310172","NO","NO"
"3310173","NO","NO"
"3310174","NO","NO"
"3310175","NO","NO"
"3310176","NO","NO"
"3310177","NO","NO"
"3310178","NO","NO"
"3310179","NO","NO"
"3310180","NO","NO"
"3310181","NO","NO"
"3310182","NO","NO"
"3310183","NO","NO"
"3310184","NO","NO"
"3310185","YES","YES"
"3311186","NO","NO"
"3311187","NO","NO"
"3311188","NO","NO"
"3311189","NO","NO"
"3311190","NO","NO"
"3311191","NO","NO"
"3311192","NO","NO"
"3311193","NO","NO"
"3311194","NO","NO"
"3311195","NO","NO"
"3311196","NO","NO"
"3311197","NO","NO"
"3311198","NO","NO"
"3311199","NO","NO"
"3311200","NO","NO"
"3311201","NO","NO"
"3311202","YES","YES"
"3311203","NO","NO"
"3311204","YES","YES"
"3311205","NO","NO"
"3311206","NO","NO"
"3311207","NO","NO"
"3311208","NO","NO"
"3311209","NO","NO"
"3311210","NO","NO"
"3311211","NO","NO"
"3311212","NO","NO"
"3311213","NO","NO"
"3311214","NO","NO"
"3311215","NO","NO"
"3311216","NO","NO"
"3311217","NO","NO"
"3311218","NO","NO"
"3311219","NO","NO"
"3311220","NO","NO"
"3311221","NO","NO"
"3311222","NO","NO"
"3311223","NO","NO"
"3311224","NO","NO"
"3401001","YES","YES"
"3401002","YES","YES"
"3401003","YES","YES"
"3401004","YES","YES"
"3401005","YES","YES"
"3401006","YES","YES"
"3401007","YES","YES"
"3401008","YES","YES"
"3401009","YES","YES"
"3401010","YES","YES"
"3401011","YES","YES"
"3401012","YES","YES"
"3401013","YES","YES"
"3401014","YES","YES"
"3401015","YES","YES"
"3401016","YES","YES"
"3401068","YES","YES"
"3402017","YES","YES"
"3402018","YES","YES"
"3402019","YES","YES"
"3402020","YES","YES"
"3402021","YES","YES"
"3402022","YES","YES"
"3402023","YES","YES"
"3402024","YES","YES"
"3402025","YES","YES"
"3402026","NO","NO"
"3403027","NO","NO"
"3403028","NO","NO"
"3403029","NO","NO"
"3403030","YES","YES"
"3403031","YES","YES"
"3403032","YES","YES"
"3403033","YES","YES"
"3403034","YES","YES"
"3403035","YES","YES"
"3403036","YES","YES"
"3403037","YES","YES"
"3403038","YES","YES"
"3404039","NO","NO"
"3404040","YES","YES"
"3404041","NO","NO"
"3404042","YES","YES"
"3404043","YES","YES"
"3404044","YES","YES"
"3404045","YES","YES"
"3404046","YES","YES"
"3404047","YES","YES"
"3404048","YES","YES"
"3405049","YES","YES"
"3405050","NO","NO"
"3405051","NO","NO"
"3405052","NO","NO"
"3405053","NO","NO"
"3405054","NO","NO"
"3405055","YES","YES"
"3405056","NO","NO"
"3405057","NO","NO"
"3406058","NO","NO"
"3406059","NO","NO"
"3406060","NO","NO"
"3406061","YES","YES"
"3406062","YES","YES"
"3406063","YES","YES"
"3406064","YES","YES"
"3406065","YES","YES"
"3406066","NO","NO"
"3406067","NO","NO"
