candidate_code,candidate_name_dari,candidate_party_dari,candidate_gender,province_code,province_name_eng,candidate_party_transliterated,candidate_party_eng,notes
1-1243-35,دکترمحمد قاسم الیاسی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1051-43,دکتور سید مخدوم رهین,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1158-23,دکتور صمیم شمسی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1254-21,دکتور عبدالبصیر رنجبر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1084-30,دل آقا کوهدامنی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1491-1213,دوکتور سرفراز صافی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1397-24,دوکتور سید ابراهیم کامل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1371-3059,دوکتور علی اصغر پیمان,حزب وحد ت اسالمی مردم افغانستان,M,1,Kabul,,,
1-1348-181,دوکتور غالم دستگیر الیاس,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1884-148,دوکتور فریبا فرحت سیفی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1235-71,دوکتور محب هللا محب,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1789-142,دوکتور معین گل څمکنی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1208-114,دیپلوم انجنیر نورگل منگل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1339-28,دیپلوم انجنیرغالم علی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1831-147,دین محمد درویشی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1684-62,ذاکرحسین ارشاد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1306-43,ذبیح هللا الماس,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1486-139,ذبیح هللا الهو ځاځی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1130-73,ذبیع هللا شریفی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1837-125,ذوالفقار امید,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1807-130,رابعه ستانکزی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1716-150,راحله جعفری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1085-3062,رازالدن فخری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1561-38,راش الدین محمدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1699-1182,راشد نظام,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1608-44,رامش نوری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1118-42,رجب علی اندیشمند,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1160-102,رحمت گل موالزوی هوتک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1239-59,رحمت هللا صالحی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1690-120,رحیم هللا حنیفی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1756-3040,رضا خان عارف مخلص,حزب اسالمی افغانستان,M,1,Kabul,,,
1-1382-30,رقیه عالمی بلخی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1664-151,رمضان جمعه زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1040-15,رمضان علی رسولی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1330-1,روبینا جاللی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1869-219,زرغونه ولی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1875-153,زمان جان کریمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1178-72,زهرا سپهر,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1532-10,زهرا یگانه,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1072-78,زهره نوروزی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1255-3,زیبا صفا,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1018-70,زیر ګل اتفاق سهاک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1047-74,زینب موحد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1526-1023,زیورالدین زیور,د ملی وحدت ولسی تحریک,M,1,Kabul,,,
1-1826-188,ساحل خان,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1653-14,سردار آقا بهزاد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1607-23,سردار محمد احمد زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1540-61,سردار محمد سخی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1179-9,سلطان محمود دقیق,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1070-77,سلطان منصور عثمانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1639-57,سلما اکبری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1648-1078,سلمان علی دوست زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1149-80,سلیم خان کندوزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1601-28,سلیمه نیکبین,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1146-1087,سمیرا المع,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1721-1171,سمیع هللا مهدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1191-1055,سمیه بیات کاظمی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1247-52,سهراب عطا,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1529-6,سهیال سحر,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1881-163,سید احمد شکیب منتظری,نهضت ملی گرایی افغانستان,M,1,Kabul,,,
1-1121-47,سید ادریس میر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1784-3072,سید اسدهللا هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1840-1057,سید اصغر اشراق,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1311-6,سید اکبرشاه هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1891-164,سید الرحمن واحدیار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1284-32,سید باقر محسنی کاظمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1300-41,سید برهان سید جمال طاهری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1234-1,سید بهرام سادات,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1747-181,سید پیوند علی سجادی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1409-1030,سید جاوید اندیش,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1618-1191,سید حامد دقیق,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1452-3058,سید حسن حسینی,مستقل / خپلواک,M,1,Kabul,,Independent,
,سید داود نادری,حزب پیوند ملی,M,1,Kabul,,,MISSING
1-1603-74,سید روح هللا حسینی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1497-139,سید روح هللا سادات ناصری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1836-172,سید سردار آقا شمشیری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1741-1070,سید شاه محمود ملک زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1278-114,سید عالم رسا,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1230-17,سید عبدالناصر یعقوبی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1366-1212,سید عبدهللا سادات,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1451-3060,سید عبدهللا صابر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1062-93,سید علی اکبر کاظمی,حزب اقتدار ملی افغانستان,M,1,Kabul,,,
1-1177-40,سید فرهاد هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1201-31,سید قطب الدین رویدار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1256-120,سید کریم منصور,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1670-1054,سید کمال ځاځی,حزب اسالمی,M,1,Kabul,,,
1-1743-115,سید مجتبی انوری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1029-12,سید مجتبی هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1056-3054,سید محمد رشید ناصر زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1654-131,سید محمد سعیدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1649-45,سید محمد هادی هادی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1550-1074,سید محمود ضیا دشتی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1860-204,سید مسعود آشنا,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1599-36,سید مصطفی میری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1420-6,سید معروف ها شمی جاهد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1002-14,سید مهدی انوری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1504-179,سید ناصر شاه عسکرزاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1418-7,سید ناصر موسوی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1712-147,سید نثار هاشیمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1762-114,سید نجیب هللا فراز,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1105-111,سید نسیم هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1406-13,سید نصرت هللا قبادی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1268-48,سید نقیب هللا هاشمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1553-206,سید ه مسعوده یاری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1736-1062,سید همزه هاشمی بلخی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1558-80,سیف الدین شهاب,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1435-57,سیف الرحمن غروال,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1227-5,سیمین حسن زاده,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1450-1083,شاه گل رضایی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1400-15,شایسته صالح,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1663-170,شبیر احمد ابراهیمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1655-1052,شریفه شیرزاد هللا داد,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1861-257,شفیق مبارک احمدزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1308-15,شفیق هللا سلیم پویا,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1806-1167,شکریه جاللزی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1845-3038,شکیال نوید,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1107-145,شکیبا ه کاکرسادات,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1802-3065,شهزاد گل مصلح ځاځی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1898-1086,شیر آقا سید خیلی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1404-1012,شیر اب الدین سیار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1166-65,شیر الرحمن مجاهد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1292-1106,شیر محمد غفوری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1200-21,شیرزی ساالر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1424-173,شیما رحیمی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1711-104,شینکی کروخیل,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1414-130,صاحب حق میاخیل,NA,M,1,Kabul,,No party listed,
1-1222-92,صاحب نظر سنگین,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1183-52,صالحه سعادت,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1600-108,صبری اندړ,مستقل / خپلواک,F,1,Kabul,,Independent,
,صداقت زاهد,مستقل / خپلواک,M,1,Kabul,,Independent,MISSING
1-1685-223,صدیق منصور انصاری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1767-150,صفی هللا سلطانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1505-191,صفیه صدیقی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1303-53,صمیم هللا سلطانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1224-77,صوفی عبدالرزاق استالفی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1225-123,ضیأالحق شفیق,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1251-67,ضیاء الحق صافی,مستقل / خپلواک,M,1,Kabul,,Independent,
,ضیاءالحق امرخیل,مستقل / خپلواک,M,1,Kabul,,Independent,MISSING
1-1638-148,ضیاءالحق شمس,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1821-1064,طال محمد اتمانزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1647-96,ظاهر خان احمدزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1683-9,ظاهر سلطانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1407-113,عابده هما عزیزی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1556-70,عادله بهرام نظامی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1374-1190,عارفه عرفان,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1429-225,عافیت حشمت هللا عمری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1458-117,عبد القدیر صادقیار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1082-84,عبدال امین حقجو,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1215-103,عبدالباری رامین عظیمی,حزب جنبش ملی اسالمی افغانستان,M,1,Kabul,,,
1-1720-136,عبدالباقی امین,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1052-88,عبدالباقی څارنوال هوتک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1088-177,عبدالباقی سمندر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1710-163,عبدالبصیر خلیلی یوسفزی,NA,M,1,Kabul,,No party listed,
1-1275-46,عبدالبصیر نبی زاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1307-26,عبدالحامد حمیدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1628-224,عبدالحبیب فرزام نجرابی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1325-39,عبدالحفیظ منصور,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1773-159,عبدالحی مالک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1041-127,عبدالخالق حسینی,حزب پیوند ملی,M,1,Kabul,,,
1-1053-1053,عبدالخالق رامش سالمی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1441-1090,عبدالرحمن خوازک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1555-33,عبدالرحیم ایوبی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1011-2,عبدالرزاق اسماعیلی,حزب وحدت اسالمی مردم افغانستان,M,1,Kabul,,,
1-1119-14,عبدالرضا خلیلی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1159-24,عبدالرقیب جاوید کوهستانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1878-154,عبدالروف اسدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1483-35,عبدالصبور رحمانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1211-78,عبدالصبور گردیزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1299-1040,عبدالصمد ستانکزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1304-60,عبدالطیف نظری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1157-1035,عبدالظهور امیری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1401-56,عبدالغفار باتور,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1405-112,عبدالغفار فیضی ځدران,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1190-115,عبدالغفور رضوانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1744-146,عبدالغیاث کامران,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1102-3069,عبدالقادر حیدری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1637-35,عبدالقادر ځاځی وطندوست,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1873-152,عبدالقادر هوت خیل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1038-134,عبدالقاهر بهشتی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1511-194,عبدالقدوس جوزجانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1849-171,عبدالقیوم صحرایی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1324-1020,عبدالقیوم نادری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1731-110,عبدالکبیر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1433-28,عبدالکریم ستانکزی ”عبید“,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1294-1196,عبدالمبین توکلزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1545-50,عبدالمتین شیرزوی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1855-1186,عبدالمجیب صافی ببرک,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1485-63,عبدالمحمد الهام نادی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-2006-161,عبدالمقصود حسن زاده,حزب بیداری ملت افغانستان,M,1,Kabul,,,
1-1260-4,عبدالمنان شیوای شرق,مستقل / خپلواک,M,1,Kabul,,Independent,
